name	search_text	ric	boost
Toll Brothers Inc	TOL Toll Toll Brothers Toll Brothers Inc	TOL.N	0.54262738
Wyndham Hotels & Resorts Inc	WH Wyndham Wyndham Hotels Wyndham Hotels & Wyndham Hotels & Resorts Wyndham Hotels & Resorts Inc	WH.N	0.541620998
Elastic NV	ESTC Elastic Elastic NV	ESTC.N	0.540581923
InterXion Holding NV	INXN InterXion InterXion Holding InterXion Holding NV	INXN.N	0.540249955
ITT Inc	ITT ITT ITT Inc	ITT.N	0.539201602
Polaris Industries Inc	PII Polaris Polaris Industries Polaris Industries Inc	PII.N	0.5391381120000001
Genesee & Wyoming Inc	GWR Genesee Genesee & Genesee & Wyoming Genesee & Wyoming Inc	GWR.N	0.5383561929999999
Owens Corning	OC Owens Owens Corning	OC.N	0.537210155
RealPage Inc	RP RealPage RealPage Inc	RP.OQ	0.536651031
Monolithic Power Systems Inc	MPWR Monolithic Monolithic Power Monolithic Power Systems Monolithic Power Systems Inc	MPWR.OQ	0.536271515
Ingredion Inc	INGR Ingredion Ingredion Inc	INGR.N	0.536158275
ManpowerGroup Inc	MAN ManpowerGroup ManpowerGroup Inc	MAN.N	0.535178963
Brixmor Property Group Inc	BRX Brixmor Brixmor Property Brixmor Property Group Brixmor Property Group Inc	BRX.N	0.534353265
New York Times Co	NYT New New York New York Times New York Times Co	NYT.N	0.5335246
Parsley Energy Inc	PE Parsley Parsley Energy Parsley Energy Inc	PE.N	0.5319446729999999
BOK Financial Corp	BOKF BOK BOK Financial BOK Financial Corp	BOKF.OQ	0.531647329
Quanta Services Inc	PWR Quanta Quanta Services Quanta Services Inc	PWR.N	0.529016995
Scotts Miracle-Gro Co	SMG Scotts Scotts Miracle-Gro Scotts Miracle-Gro Co	SMG.N	0.527747791
Jefferies Financial Group Inc	JEF Jefferies Jefferies Financial Jefferies Financial Group Jefferies Financial Group Inc	JEF.N	0.527608946
Acuity Brands Inc	AYI Acuity Acuity Brands Acuity Brands Inc	AYI.N	0.524920054
Noble Vici Group Inc	NVGI Noble Noble Vici Noble Vici Group Noble Vici Group Inc	NVGI.PK	0.524786468
ViaSat Inc	VSAT ViaSat ViaSat Inc	VSAT.OQ	0.523798114
Smartsheet Inc	SMAR Smartsheet Smartsheet Inc	SMAR.N	0.521790544
Helmerich and Payne Inc	HP Helmerich Helmerich and Helmerich and Payne Helmerich and Payne Inc	HP.N	0.5217716370000001
Novocure Ltd	NVCR Novocure Novocure Ltd	NVCR.OQ	0.519717045
Hudson Pacific Properties Inc	HPP Hudson Hudson Pacific Hudson Pacific Properties Hudson Pacific Properties Inc	HPP.N	0.519126011
National Instruments Corp	NATI National National Instruments National Instruments Corp	NATI.OQ	0.518271073
AECOM	ACM AECOM	ACM.N	0.51779236
Idacorp Inc	IDA Idacorp Idacorp Inc	IDA.N	0.5142595329999999
XPO Logistics Inc	XPO XPO XPO Logistics XPO Logistics Inc	XPO.N	0.514070845
Synovus Financial Corp	SNV Synovus Synovus Financial Synovus Financial Corp	SNV.N	0.512257791
Hanover Insurance Group Inc	THG Hanover Hanover Insurance Hanover Insurance Group Hanover Insurance Group Inc	THG.N	0.5113815429999999
Mdu Resources Group Inc	MDU Mdu Mdu Resources Mdu Resources Group Mdu Resources Group Inc	MDU.N	0.504703094
Primerica Inc	PRI Primerica Primerica Inc	PRI.N	0.504461982
Popular Inc	BPOP Popular Popular Inc	BPOP.OQ	0.502784896
AXIS Capital Holdings Ltd	AXS AXIS AXIS Capital AXIS Capital Holdings AXIS Capital Holdings Ltd	AXS.N	0.501076856
Deckers Outdoor Corp	DECK Deckers Deckers Outdoor Deckers Outdoor Corp	DECK.N	0.500668977
Moderna Inc	MRNA Moderna Moderna Inc	MRNA.OQ	0.49921839100000004
Capri Holdings Ltd	CPRI Capri Capri Holdings Capri Holdings Ltd	CPRI.N	0.498351936
Nordstrom Inc	JWN Nordstrom Nordstrom Inc	JWN.N	0.496895649
CACI International Inc	CACI CACI CACI International CACI International Inc	CACI.N	0.496832055
Insperity Inc	NSP Insperity Insperity Inc	NSP.N	0.496228395
TFS Financial Corp	TFSL TFS TFS Financial TFS Financial Corp	TFSL.OQ	0.496012012
Science Applications International Corp	SAIC Science Science Applications Science Applications International Science Applications International Corp	SAIC.N	0.49545642100000004
Curtiss-Wright Corp	CW Curtiss-Wright Curtiss-Wright Corp	CW.N	0.495394054
Paylocity Holding Corp	PCTY Paylocity Paylocity Holding Paylocity Holding Corp	PCTY.OQ	0.495164725
Avalara Inc	AVLR Avalara Avalara Inc	AVLR.N	0.49239614600000003
Entegris Inc	ENTG Entegris Entegris Inc	ENTG.OQ	0.491215788
ICU Medical Inc	ICUI ICU ICU Medical ICU Medical Inc	ICUI.OQ	0.490936131
W. R. Grace & Co	GRA W. W. R. W. R. Grace W. R. Grace & W. R. Grace & Co	GRA.N	0.490183707
LendingTree Inc	TREE LendingTree LendingTree Inc	TREE.OQ	0.48952530899999996
Portland General Electric Co	POR Portland Portland General Portland General Electric Portland General Electric Co	POR.N	0.488892871
MGIC Investment Corp	MTG MGIC MGIC Investment MGIC Investment Corp	MTG.N	0.48508090000000004
Ashland Global Holdings Inc	ASH Ashland Ashland Global Ashland Global Holdings Ashland Global Holdings Inc	ASH.N	0.483615366
Leggett & Platt Inc	LEG Leggett Leggett & Leggett & Platt Leggett & Platt Inc	LEG.N	0.483588601
Equitrans Midstream Corp	ETRN Equitrans Equitrans Midstream Equitrans Midstream Corp	ETRN.N	0.483425846
Flowers Foods Inc	FLO Flowers Flowers Foods Flowers Foods Inc	FLO.N	0.48315792
Syneos Health Inc	SYNH Syneos Syneos Health Syneos Health Inc	SYNH.OQ	0.482925448
Cyberark Software Ltd	CYBR Cyberark Cyberark Software Cyberark Software Ltd	CYBR.OQ	0.48283047100000004
ADT Inc	ADT ADT ADT Inc	ADT.N	0.48167193399999997
First Citizens BancShares Inc (Delaware)	FCNCA First First Citizens First Citizens BancShares First Citizens BancShares Inc First Citizens BancShares Inc (Delaware)	FCNCA.OQ	0.48119163600000003
Nuance Communications Inc	NUAN Nuance Nuance Communications Nuance Communications Inc	NUAN.OQ	0.481139431
Macerich Co	MAC Macerich Macerich Co	MAC.N	0.480517779
Lincoln Electric Holdings Inc	LECO Lincoln Lincoln Electric Lincoln Electric Holdings Lincoln Electric Holdings Inc	LECO.OQ	0.480338004
Skechers USA Inc	SKX Skechers Skechers USA Skechers USA Inc	SKX.N	0.479208384
Radian Group Inc	RDN Radian Radian Group Radian Group Inc	RDN.N	0.477348117
Maximus Inc	MMS Maximus Maximus Inc	MMS.N	0.477132039
CIT Group Inc	CIT CIT CIT Group CIT Group Inc	CIT.N	0.476491558
TriNet Group Inc	TNET TriNet TriNet Group TriNet Group Inc	TNET.N	0.475901843
Williams-Sonoma Inc	WSM Williams-Sonoma Williams-Sonoma Inc	WSM.N	0.474513481
ONE Gas Inc	OGS ONE ONE Gas ONE Gas Inc	OGS.N	0.47192354200000003
Seaboard Corp	SEB Seaboard Seaboard Corp	SEB.A	0.471524829
Crane Co	CR Crane Crane Co	CR.N	0.469987001
Essent Group Ltd	ESNT Essent Essent Group Essent Group Ltd	ESNT.N	0.469386068
Choice Hotels International Inc	CHH Choice Choice Hotels Choice Hotels International Choice Hotels International Inc	CHH.N	0.46905378200000003
BWX Technologies Inc	BWXT BWX BWX Technologies BWX Technologies Inc	BWXT.N	0.46837171200000005
Kirby Corp	KEX Kirby Kirby Corp	KEX.N	0.468140602
SYNNEX Corp	SNX SYNNEX SYNNEX Corp	SNX.N	0.46670282700000004
Hawaiian Electric Industries Inc	HE Hawaiian Hawaiian Electric Hawaiian Electric Industries Hawaiian Electric Industries Inc	HE.N	0.46636330600000003
Eaton Vance Corp	EV Eaton Eaton Vance Eaton Vance Corp	EV.N	0.466339845
Foot Locker Inc	FL Foot Foot Locker Foot Locker Inc	FL.N	0.46606829299999997
Nutanix Inc	NTNX Nutanix Nutanix Inc	NTNX.OQ	0.46556501299999997
Sinclair Broadcast Group Inc	SBGI Sinclair Sinclair Broadcast Sinclair Broadcast Group Sinclair Broadcast Group Inc	SBGI.OQ	0.46489778
Black Hills Corp	BKH Black Black Hills Black Hills Corp	BKH.N	0.464652579
Southwest Gas Holdings Inc	SWX Southwest Southwest Gas Southwest Gas Holdings Southwest Gas Holdings Inc	SWX.N	0.462973006
Prosperity Bancshares Inc	PB Prosperity Prosperity Bancshares Prosperity Bancshares Inc	PB.N	0.462838908
EMCOR Group Inc	EME EMCOR EMCOR Group EMCOR Group Inc	EME.N	0.46208785799999996
Premier Inc	PINC Premier Premier Inc	PINC.OQ	0.46095283299999995
PS Business Parks Inc	PSB PS PS Business PS Business Parks PS Business Parks Inc	PSB.N	0.460323824
National Fuel Gas Co	NFG National National Fuel National Fuel Gas National Fuel Gas Co	NFG.N	0.459534381
Armstrong World Industries Inc	AWI Armstrong Armstrong World Armstrong World Industries Armstrong World Industries Inc	AWI.N	0.458459271
Flex Ltd	FLEX Flex Flex Ltd	FLEX.OQ	0.457842576
First Industrial Realty Trust Inc	FR First First Industrial First Industrial Realty First Industrial Realty Trust First Industrial Realty Trust Inc	FR.N	0.45599483
Chegg Inc	CHGG Chegg Chegg Inc	CHGG.N	0.45541470100000003
Avnet Inc	AVT Avnet Avnet Inc	AVT.OQ	0.453906487
Churchill Downs Inc	CHDN Churchill Churchill Downs Churchill Downs Inc	CHDN.OQ	0.453548661
Highwoods Properties Inc	HIW Highwoods Highwoods Properties Highwoods Properties Inc	HIW.N	0.451881243
First Horizon National Corp	FHN First First Horizon First Horizon National First Horizon National Corp	FHN.N	0.45178529799999995
CVR Energy Inc	CVI CVR CVR Energy CVR Energy Inc	CVI.N	0.45147335299999997
Blackstone Mortgage Trust Inc	BXMT Blackstone Blackstone Mortgage Blackstone Mortgage Trust Blackstone Mortgage Trust Inc	BXMT.N	0.451436664
Nexstar Media Group Inc	NXST Nexstar Nexstar Media Nexstar Media Group Nexstar Media Group Inc	NXST.OQ	0.450856451
Life Storage Inc	LSI Life Life Storage Life Storage Inc	LSI.N	0.45077871
PacWest Bancorp	PACW PacWest PacWest Bancorp	PACW.OQ	0.449484605
Western Alliance Bancorp	WAL Western Western Alliance Western Alliance Bancorp	WAL.N	0.449209213
Selective Insurance Group Inc	SIGI Selective Selective Insurance Selective Insurance Group Selective Insurance Group Inc	SIGI.OQ	0.44732492100000004
Affiliated Managers Group Inc	AMG Affiliated Affiliated Managers Affiliated Managers Group Affiliated Managers Group Inc	AMG.N	0.445737974
Clarivate Analytics PLC	CCC Clarivate Clarivate Analytics Clarivate Analytics PLC	CCC.N	0.445119805
NewMarket Corp	NEU NewMarket NewMarket Corp	NEU.N	0.444762465
New York Community Bancorp Inc	NYCB New New York New York Community New York Community Bancorp New York Community Bancorp Inc	NYCB.N	0.443892154
Wendys Co	WEN Wendys Wendys Co	WEN.OQ	0.44101579399999996
Cinemark Holdings Inc	CNK Cinemark Cinemark Holdings Cinemark Holdings Inc	CNK.N	0.440050699
Brighthouse Financial Inc	BHF Brighthouse Brighthouse Financial Brighthouse Financial Inc	BHF.OQ	0.438733504
New Jersey Resources Corp	NJR New New Jersey New Jersey Resources New Jersey Resources Corp	NJR.N	0.43831959
Huntsman Corp	HUN Huntsman Huntsman Corp	HUN.N	0.43722379100000003
Blueprint Medicines Corp	BPMC Blueprint Blueprint Medicines Blueprint Medicines Corp	BPMC.OQ	0.43658252700000005
Manhattan Associates Inc	MANH Manhattan Manhattan Associates Manhattan Associates Inc	MANH.OQ	0.434177014
HealthEquity Inc	HQY HealthEquity HealthEquity Inc	HQY.OQ	0.432301156
ALLETE Inc	ALE ALLETE ALLETE Inc	ALE.N	0.431992152
Marriott Vacations Worldwide Corp	VAC Marriott Marriott Vacations Marriott Vacations Worldwide Marriott Vacations Worldwide Corp	VAC.N	0.431739453
WPX Energy Inc	WPX WPX WPX Energy WPX Energy Inc	WPX.N	0.43144503700000003
Howard Hughes Corp	HHC Howard Howard Hughes Howard Hughes Corp	HHC.N	0.43112098299999996
PagerDuty Inc	PD PagerDuty PagerDuty Inc	PD.N	0.430080024
Spirit Realty Capital Inc	SRC Spirit Spirit Realty Spirit Realty Capital Spirit Realty Capital Inc	SRC.N	0.42936831200000003
Lazard Ltd	LAZ Lazard Lazard Ltd	LAZ.N	0.42870081299999996
Integra Lifesciences Holdings Corp	IART Integra Integra Lifesciences Integra Lifesciences Holdings Integra Lifesciences Holdings Corp	IART.OQ	0.42850401299999996
Six Flags Entertainment Corp	SIX Six Six Flags Six Flags Entertainment Six Flags Entertainment Corp	SIX.N	0.42762485899999997
Assured Guaranty Ltd	AGO Assured Assured Guaranty Assured Guaranty Ltd	AGO.N	0.4274918
Carter's Inc	CRI Carter's Carter's Inc	CRI.N	0.427217112
Pinnacle Financial Partners Inc	PNFP Pinnacle Pinnacle Financial Pinnacle Financial Partners Pinnacle Financial Partners Inc	PNFP.OQ	0.426896923
Air Lease Corp	AL Air Air Lease Air Lease Corp	AL.N	0.425229934
Virtu Financial Inc	VIRT Virtu Virtu Financial Virtu Financial Inc	VIRT.OQ	0.424524997
OneMain Holdings Inc	OMF OneMain OneMain Holdings OneMain Holdings Inc	OMF.N	0.423725842
Spire Inc	SR Spire Spire Inc	SR.N	0.423590554
Webster Financial Corp	WBS Webster Webster Financial Webster Financial Corp	WBS.N	0.421976236
FirstCash Inc	FCFS FirstCash FirstCash Inc	FCFS.OQ	0.420837721
Performance Food Group Co	PFGC Performance Performance Food Performance Food Group Performance Food Group Co	PFGC.N	0.420764464
Sterling Bancorp	STL Sterling Sterling Bancorp	STL.N	0.420417461
Eastgroup Properties Inc	EGP Eastgroup Eastgroup Properties Eastgroup Properties Inc	EGP.N	0.417919545
CoreSite Realty Corp	COR CoreSite CoreSite Realty CoreSite Realty Corp	COR.N	0.41786551200000005
j2 Global Inc	JCOM j2 j2 Global j2 Global Inc	JCOM.OQ	0.417614825
Horizon Therapeutics PLC	HZNP Horizon Horizon Therapeutics Horizon Therapeutics PLC	HZNP.OQ	0.415512282
Healthcare Realty Trust Inc	HR Healthcare Healthcare Realty Healthcare Realty Trust Healthcare Realty Trust Inc	HR.N	0.41478270100000003
Teladoc Health Inc	TDOC Teladoc Teladoc Health Teladoc Health Inc	TDOC.N	0.413864186
Landstar System Inc	LSTR Landstar Landstar System Landstar System Inc	LSTR.OQ	0.412529319
Axon Enterprise Inc	AAXN Axon Axon Enterprise Axon Enterprise Inc	AAXN.OQ	0.411702677
Trex Company Inc	TREX Trex Trex Company Trex Company Inc	TREX.N	0.411439425
nVent Electric PLC	NVT nVent nVent Electric nVent Electric PLC	NVT.N	0.411298845
Janus Henderson Group PLC	JHG Janus Janus Henderson Janus Henderson Group Janus Henderson Group PLC	JHG.N	0.41052119299999995
Rexford Industrial Realty Inc	REXR Rexford Rexford Industrial Rexford Industrial Realty Rexford Industrial Realty Inc	REXR.N	0.409982202
Pluralsight Inc	PS Pluralsight Pluralsight Inc	PS.OQ	0.409162727
Littelfuse Inc	LFUS Littelfuse Littelfuse Inc	LFUS.OQ	0.407977899
Evercore Inc	EVR Evercore Evercore Inc	EVR.N	0.407599864
Silicon Laboratories Inc	SLAB Silicon Silicon Laboratories Silicon Laboratories Inc	SLAB.OQ	0.40759626200000004
Teradata Corp	TDC Teradata Teradata Corp	TDC.N	0.40750892200000005
SLM Corp	SLM SLM SLM Corp	SLM.OQ	0.40716612
Lancaster Colony Corp	LANC Lancaster Lancaster Colony Lancaster Colony Corp	LANC.OQ	0.407016671
Nimtech Corp	NMTT Nimtech Nimtech Corp	NMTT.PK	0.406427873
EchoStar Corp	SATS EchoStar EchoStar Corp	SATS.OQ	0.406001787
Brinks Co	BCO Brinks Brinks Co	BCO.N	0.40590330399999996
Equity Commonwealth	EQC Equity Equity Commonwealth	EQC.N	0.405833371
Stericycle Inc	SRCL Stericycle Stericycle Inc	SRCL.OQ	0.405806259
Graphic Packaging Holding Co	GPK Graphic Graphic Packaging Graphic Packaging Holding Graphic Packaging Holding Co	GPK.N	0.404688901
Fluor Corp	FLR Fluor Fluor Corp	FLR.N	0.40408977100000004
Aaron's Inc	AAN Aaron's Aaron's Inc	AAN.N	0.404021488
Cousins Properties Inc	CUZ Cousins Cousins Properties Cousins Properties Inc	CUZ.N	0.40362070299999997
Mattel Inc	MAT Mattel Mattel Inc	MAT.OQ	0.403303229
Ryman Hospitality Properties Inc	RHP Ryman Ryman Hospitality Ryman Hospitality Properties Ryman Hospitality Properties Inc	RHP.N	0.403053895
Tribune Media Co	TRCO Tribune Tribune Media Tribune Media Co	TRCO.N	0.402294886
Wintrust Financial Corp	WTFC Wintrust Wintrust Financial Wintrust Financial Corp	WTFC.OQ	0.40196878399999997
Globus Medical Inc	GMED Globus Globus Medical Globus Medical Inc	GMED.N	0.401836452
Copa Holdings SA	CPA Copa Copa Holdings Copa Holdings SA	CPA.N	0.400799402
IBERIABANK Corp	IBKC IBERIABANK IBERIABANK Corp	IBKC.OQ	0.400135255
Cracker Barrel Old Country Store Inc	CBRL Cracker Cracker Barrel Cracker Barrel Old Cracker Barrel Old Country Cracker Barrel Old Country Store Cracker Barrel Old Country Store Inc	CBRL.OQ	0.398757839
Jabil Inc	JBL Jabil Jabil Inc	JBL.N	0.398712085
PNM Resources Inc	PNM PNM PNM Resources PNM Resources Inc	PNM.N	0.398056129
EQT Corp	EQT EQT EQT Corp	EQT.N	0.397663492
Hospitality Properties Trust	HPT Hospitality Hospitality Properties Hospitality Properties Trust	HPT.OQ	0.397595751
Generac Holdings Inc	GNRC Generac Generac Holdings Generac Holdings Inc	GNRC.N	0.397446514
Nomad Foods Ltd	NOMD Nomad Nomad Foods Nomad Foods Ltd	NOMD.N	0.39735699700000005
Alcoa Corp	AA Alcoa Alcoa Corp	AA.N	0.39723217
Murphy Oil Corp	MUR Murphy Murphy Oil Murphy Oil Corp	MUR.N	0.39688508
First Financial Bankshares Inc	FFIN First First Financial First Financial Bankshares First Financial Bankshares Inc	FFIN.OQ	0.39596602200000003
Wyndham Destinations Inc	WYND Wyndham Wyndham Destinations Wyndham Destinations Inc	WYND.N	0.395064915
Eldorado Resorts Inc	ERI Eldorado Eldorado Resorts Eldorado Resorts Inc	ERI.OQ	0.394635065
Stifel Financial Corp	SF Stifel Stifel Financial Stifel Financial Corp	SF.N	0.39455736700000005
024 Pharma Inc	EEIG 024 024 Pharma 024 Pharma Inc	EEIG.PK	0.39411187700000005
Strategic Education Inc	STRA Strategic Strategic Education Strategic Education Inc	STRA.OQ	0.39128957200000003
CarGurus Inc	CARG CarGurus CarGurus Inc	CARG.OQ	0.39073199200000003
Rli Corp	RLI Rli Rli Corp	RLI.N	0.39069579200000004
Boston Beer Company Inc	SAM Boston Boston Beer Boston Beer Company Boston Beer Company Inc	SAM.N	0.389680171
MSC Industrial Direct Co Inc	MSM MSC MSC Industrial MSC Industrial Direct MSC Industrial Direct Co MSC Industrial Direct Co Inc	MSM.N	0.388712781
Wright Medical Group NV	WMGI Wright Wright Medical Wright Medical Group Wright Medical Group NV	WMGI.OQ	0.38870255
Rayonier Inc	RYN Rayonier Rayonier Inc	RYN.N	0.388674364
MSA Safety Inc	MSA MSA MSA Safety MSA Safety Inc	MSA.N	0.388318506
Blackbaud Inc	BLKB Blackbaud Blackbaud Inc	BLKB.OQ	0.385567015
Pure Storage Inc	PSTG Pure Pure Storage Pure Storage Inc	PSTG.N	0.38551973799999995
STAG Industrial Inc	STAG STAG STAG Industrial STAG Industrial Inc	STAG.N	0.38539818200000003
Chemours Co	CC Chemours Chemours Co	CC.N	0.38513527299999994
Tetra Tech Inc	TTEK Tetra Tetra Tech Tetra Tech Inc	TTEK.OQ	0.385006864
MKS Instruments Inc	MKSI MKS MKS Instruments MKS Instruments Inc	MKSI.OQ	0.38486135200000005
Bank Ozk	OZK Bank Bank Ozk	OZK.OQ	0.384854718
Cushman & Wakefield PLC	CWK Cushman Cushman & Cushman & Wakefield Cushman & Wakefield PLC	CWK.N	0.384021903
Brunswick Corp	BC Brunswick Brunswick Corp	BC.N	0.383931949
Texas Roadhouse Inc	TXRH Texas Texas Roadhouse Texas Roadhouse Inc	TXRH.OQ	0.383456452
Eagle Materials Inc	EXP Eagle Eagle Materials Eagle Materials Inc	EXP.N	0.381479698
Floor & Decor Holdings Inc	FND Floor Floor & Floor & Decor Floor & Decor Holdings Floor & Decor Holdings Inc	FND.N	0.38041610200000003
Penske Automotive Group Inc	PAG Penske Penske Automotive Penske Automotive Group Penske Automotive Group Inc	PAG.N	0.377401789
Amedisys Inc	AMED Amedisys Amedisys Inc	AMED.OQ	0.374046965
Tilray Inc	TLRY Tilray Tilray Inc	TLRY.OQ	0.37371495299999996
United States Cellular Corp	USM United United States United States Cellular United States Cellular Corp	USM.N	0.37215278399999996
Ingevity Corp	NGVT Ingevity Ingevity Corp	NGVT.N	0.371930881
NCR Corp	NCR NCR NCR Corp	NCR.N	0.37085277299999997
Spark Therapeutics Inc	ONCE Spark Spark Therapeutics Spark Therapeutics Inc	ONCE.OQ	0.36977308299999995
United Bankshares Inc	UBSI United United Bankshares United Bankshares Inc	UBSI.OQ	0.369577879
Graham Holdings Co	GHC Graham Graham Holdings Graham Holdings Co	GHC.N	0.36905067399999997
Enstar Group Ltd	ESGR Enstar Enstar Group Enstar Group Ltd	ESGR.OQ	0.368591065
RBC Bearings Inc	ROLL RBC RBC Bearings RBC Bearings Inc	ROLL.OQ	0.368015527
Tempur Sealy International Inc	TPX Tempur Tempur Sealy Tempur Sealy International Tempur Sealy International Inc	TPX.N	0.367504286
Pebblebrook Hotel Trust	PEB Pebblebrook Pebblebrook Hotel Pebblebrook Hotel Trust	PEB.N	0.366947321
F.N.B. Corp	FNB F.N.B. F.N.B. Corp	FNB.N	0.36636369799999996
Perspecta Inc	PRSP Perspecta Perspecta Inc	PRSP.N	0.36604325200000004
Clean Harbors Inc	CLH Clean Clean Harbors Clean Harbors Inc	CLH.N	0.36551993
MasTec Inc	MTZ MasTec MasTec Inc	MTZ.N	0.363919654
Mercury Systems Inc	MRCY Mercury Mercury Systems Mercury Systems Inc	MRCY.OQ	0.363905055
Tandem Diabetes Care Inc	TNDM Tandem Tandem Diabetes Tandem Diabetes Care Tandem Diabetes Care Inc	TNDM.OQ	0.363756905
Verint Systems Inc	VRNT Verint Verint Systems Verint Systems Inc	VRNT.OQ	0.36297350100000003
AutoNation Inc	AN AutoNation AutoNation Inc	AN.N	0.362569643
Sincerity Applied Materials Holdings Corp	SINC Sincerity Sincerity Applied Sincerity Applied Materials Sincerity Applied Materials Holdings Sincerity Applied Materials Holdings Corp	SINC.PK	0.362537259
NorthWestern Corp	NWE NorthWestern NorthWestern Corp	NWE.N	0.36249311799999995
Weingarten Realty Investors	WRI Weingarten Weingarten Realty Weingarten Realty Investors	WRI.N	0.360357184
Umpqua Holdings Corp	UMPQ Umpqua Umpqua Holdings Umpqua Holdings Corp	UMPQ.OQ	0.35800840799999994
John Bean Technologies Corp	JBT John John Bean John Bean Technologies John Bean Technologies Corp	JBT.N	0.356550983
China Biologic Products Holdings Inc	CBPO China China Biologic China Biologic Products China Biologic Products Holdings China Biologic Products Holdings Inc	CBPO.OQ	0.35595256799999997
LHC Group Inc	LHCG LHC LHC Group LHC Group Inc	LHCG.OQ	0.35572238
Timken Co	TKR Timken Timken Co	TKR.N	0.355496005
Olin Corp	OLN Olin Olin Corp	OLN.N	0.35540293799999995
Valvoline Inc	VVV Valvoline Valvoline Inc	VVV.N	0.35527143299999997
Univar Inc	UNVR Univar Univar Inc	UNVR.N	0.353850027
Envestnet Inc	ENV Envestnet Envestnet Inc	ENV.N	0.353660661
ACI Worldwide Inc	ACIW ACI ACI Worldwide ACI Worldwide Inc	ACIW.OQ	0.353060489
Ardagh Group SA	ARD Ardagh Ardagh Group Ardagh Group SA	ARD.N	0.35302531200000004
Globant SA	GLOB Globant Globant SA	GLOB.N	0.351876335
Tech Data Corp	TECD Tech Tech Data Tech Data Corp	TECD.OQ	0.35164808299999994
Laureate Education Inc	LAUR Laureate Laureate Education Laureate Education Inc	LAUR.OQ	0.351477507
Chimera Investment Corp	CIM Chimera Chimera Investment Chimera Investment Corp	CIM.N	0.349419652
Apple Hospitality REIT Inc	APLE Apple Apple Hospitality Apple Hospitality REIT Apple Hospitality REIT Inc	APLE.N	0.347619225
Lumentum Holdings Inc	LITE Lumentum Lumentum Holdings Lumentum Holdings Inc	LITE.OQ	0.347245275
Q2 Holdings Inc	QTWO Q2 Q2 Holdings Q2 Holdings Inc	QTWO.N	0.346227503
Liveramp Holdings Inc	RAMP Liveramp Liveramp Holdings Liveramp Holdings Inc	RAMP.N	0.345697026
FibroGen Inc	FGEN FibroGen FibroGen Inc	FGEN.OQ	0.34558784299999995
Frontdoor Inc	FTDR Frontdoor Frontdoor Inc	FTDR.OQ	0.345391789
Repligen Corp	RGEN Repligen Repligen Corp	RGEN.OQ	0.345347122
OUTFRONT Media Inc	OUT OUTFRONT OUTFRONT Media OUTFRONT Media Inc	OUT.N	0.344688051
ACADIA Pharmaceuticals Inc	ACAD ACADIA ACADIA Pharmaceuticals ACADIA Pharmaceuticals Inc	ACAD.OQ	0.34459815200000005
Macquarie Infrastructure Corp	MIC Macquarie Macquarie Infrastructure Macquarie Infrastructure Corp	MIC.N	0.34377557299999995
Sabra Health Care REIT Inc	SBRA Sabra Sabra Health Sabra Health Care Sabra Health Care REIT Sabra Health Care REIT Inc	SBRA.OQ	0.34363651700000003
Federal National Mortgage Association	FNMA Federal Federal National Federal National Mortgage Federal National Mortgage Association	FNMA.PK	0.34345308799999996
Taro Pharmaceutical Industries Ltd	TARO Taro Taro Pharmaceutical Taro Pharmaceutical Industries Taro Pharmaceutical Industries Ltd	TARO.N	0.343083125
LivaNova PLC	LIVN LivaNova LivaNova PLC	LIVN.OQ	0.342455821
First Hawaiian Inc	FHB First First Hawaiian First Hawaiian Inc	FHB.OQ	0.34120809
Paramount Group Inc	PGRE Paramount Paramount Group Paramount Group Inc	PGRE.N	0.34099498
Two Harbors Investment Corp	TWO Two Two Harbors Two Harbors Investment Two Harbors Investment Corp	TWO.N	0.34059112399999997
Goodyear Tire & Rubber Co	GT Goodyear Goodyear Tire Goodyear Tire & Goodyear Tire & Rubber Goodyear Tire & Rubber Co	GT.OQ	0.339679181
Spirit Airlines Inc	SAVE Spirit Spirit Airlines Spirit Airlines Inc	SAVE.N	0.33931452799999995
Valley National Bancorp	VLY Valley Valley National Valley National Bancorp	VLY.OQ	0.338958565
Associated Banc-Corp	ASB Associated Associated Banc-Corp	ASB.N	0.33848509200000004
Alkermes Plc	ALKS Alkermes Alkermes Plc	ALKS.OQ	0.338408031
LogMeIn Inc	LOGM LogMeIn LogMeIn Inc	LOGM.OQ	0.338279325
United Therapeutics Corp	UTHR United United Therapeutics United Therapeutics Corp	UTHR.OQ	0.337687656
Helen of Troy Ltd	HELE Helen Helen of Helen of Troy Helen of Troy Ltd	HELE.OQ	0.33700126700000005
Corelogic Inc	CLGX Corelogic Corelogic Inc	CLGX.N	0.33652226700000004
BJ's Wholesale Club Holdings Inc	BJ BJ's BJ's Wholesale BJ's Wholesale Club BJ's Wholesale Club Holdings BJ's Wholesale Club Holdings Inc	BJ.N	0.33644592700000003
Hancock Whitney Corp	HWC Hancock Hancock Whitney Hancock Whitney Corp	HWC.OQ	0.335722178
Regal Beloit Corp	RBC Regal Regal Beloit Regal Beloit Corp	RBC.N	0.335390804
National Health Investors Inc	NHI National National Health National Health Investors National Health Investors Inc	NHI.N	0.33518784100000004
Mirati Therapeutics Inc	MRTX Mirati Mirati Therapeutics Mirati Therapeutics Inc	MRTX.OQ	0.334778549
Glacier Bancorp Inc	GBCI Glacier Glacier Bancorp Glacier Bancorp Inc	GBCI.OQ	0.332540182
